id_poi;nom;categorie;types;description_analyse;public_cible
546;LU6D;activity;schema:AmusementPark, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, ThemePark;"Escape Room Mobile 1 salle, 1 énigme, des énigmes et 60 minutes pour s'échapper d'un décor. Brainscape vous installe des escapes room dans votre lieu de séminaire. Une activité innovante, qui réunit les valeurs de l'entreprise ""écoute, communication... Escape Room Mobile 1 salle, 1 énigme, des énigm";Adultes, Enfants, Familles
548;PR La Forêt de Jumièges;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Entre châteaux et abbayes Entre châteaux et abbayes;Adultes, Familles, Randonneurs
550;La Fumisterie - dîners spectacles;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Theater;La Fumisterie transforme un hangar emblématique en bordure de la vélo-route en un lieu unique de dîner-spectacle. Dans ce cadre portuaire authentique, vous pourrez déguster des plats maison, locaux et abordables, préparés dans notre camion-cuisine,... La Fumisterie transforme un hangar emblématique ;Adultes, Familles
563;Aire de pique-nique de Montville;activity;ConvenientService, PicnicArea, PlaceOfInterest, PointOfInterest;Située près de la base de loisirs de Montville Située près de la base de loisirs de Montville;Adultes, Familles
567;A.R.C.A.D.E. Bowling;activity;BowlingAlley, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Amis, familles, petits et grands, tout le monde est invité à tester les pistes de bowling de l'A.R.C.A.D.E ! Le bowling c’est quatre pistes, un bar, une affiliation à la fédération française de bowling, des soirées privées, des anniversaires et une... Amis, familles, petits et grands, tout le monde ;Adultes, Enfants, Familles
607;Sur la trace des chevaux;activity;olo:OrderedList, EducationalTrail, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, Tour, WalkingTour;Une balade sur les traces des chevaux dans la Réserve Naturelle de l'estuaire de la Seine. Ce territoire protégé est géré de façon écologique avec l'aide des animaux tels que les chevaux, les vaches ou encore les chèvres. Venez admirer le point de vue imprenable en haut de la butte Gascheau et en ap;Adultes, Enfants, Familles, Groupes scolaires, Randonneurs
609;La Côte de la Vierge;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Boucle à la découverte du Cap Fagnet et la campagne Cauchoise. Boucle à la découverte du Cap Fagnet et la campagne Cauchoise.;Adultes, Familles, Randonneurs
614;Enigma Keys;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Chasse au trésor, et énigme interactive, l'Escape Game Outdoor (jeu d'évasion en extérieur) est l'un des meilleurs moyens d'explorer la nature environnante tout en s'amusant. Selon différents scénarios, découvrez la faune et la flore ainsi que le... Chasse au trésor, et énigme interactive, l'Escape ;Adultes, Familles
618;Team Break Rouen;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Vous souhaitez organiser une sortie originale entre amis ou en famille?Venez découvrir notre live escape game Team Break à Rouen ! Votre but ici est de sauver le monde en moins de 60 minutes autour d'une activité ludique ou la logique, l'observation... Vous souhaitez organiser une sortie originale e;Adultes, Familles
622;Boucle de l'Hippodrome à cheval;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Après avoir gravi la côte du Mont Hallebout, vous pourrez découvrir l’oratoire Saint Blaise à la croix du Parc. Vous longerez le Bois Gamet classé Espace Naturel Sensible du Département de Seine Maritime puis surplomberez l’Hippodrome de Mauquenchy avec un superbe panorama. Après avoir gravi la côte;Adultes, Enfants
629;Entre Seine et Terre;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Coup de cœur pour une boucle de randonnée aux superbes panoramas sur la Seine depuis la commune de Norville. En sillonnant hameaux et villages, on vous garantit une agréable randonnée qui saura vous surprendre ! Coup de cœur pour une boucle de randonnée aux superbes panoramas sur la Seine depuis la ;Adultes, Familles, Randonneurs
638;La Cavée des Sabotiers;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette belle boucle de 2h met en valeur le paysage de la vallée de l'Andelle. Vous passerez devant un oratoire dédié à Sainte-Anne. Cette belle boucle de 2h met en valeur le paysage de la vallée de l'Andelle. Vous passerez devant un oratoire dédié à Sainte-Anne.;Adultes, Familles, Randonneurs
639;Guillaume Fourrier · Guide de pêche · 29 records France et monde;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Depuis toujours, Guillaume Fourrier vit sa passion pour la pêche des gros poissons avec une expertise rare. Véritable référence dans le domaine, il a su attirer l’attention de la presse locale et nationale, battant au passage 28 records officiels de... Depuis toujours, Guillaume Fourrier vit sa pass;Adultes, Débutants, Familles
648;Chez le roi des Canaries;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Parcourez cet itinéraire long de 25km à la découverte de la campagne du Pays de Caux. Parcourez cet itinéraire long de 25km à la découverte de la campagne du Pays de Caux.;Adultes, Familles, Randonneurs
650;Terre du Lin à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;"Ce circuit de 12 km (dont 4,2 km sur chemin) débute par la ""Véloroute du Lin"", passe par la coopérative linière la plus importante de France pour rejoindre le plateau et découvrir le patrimoine des villages traversés. Ce circuit de 12 km (dont 4,2 km sur chemin) débute par la ""Véloroute du Lin"", pas";Adultes, Sportifs
651;Port de plaisance de Saint-Aubin lès Elbeuf;activity;Marina, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Situé dans un cadre champêtre, le port de plaisance de Saint-Aubin-Les-Elbeuf est aménagé dans les anciennes écluses de l'Ile de La Requête . Il dispose de 70 anneaux à l'eau. Ses équipements et sa capitainerie sont implantés sur l'Île de la Requête. Situé dans un cadre champêtre, le port de plaisan;Adultes
657;Mont Madame;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;L'itinéraire permettra aux promeneurs de cheminer à travers la Forêt d'eu et découvrir ses poteaux indicateurs. Ceux-ci présentent la particularité d'être en fonte, ce qui les rend unique en France ! A proximité du circuit, vous pourrez aussi observer le Château de la Grande Vallée et la Chapelle Du;Adultes, Familles, Randonneurs
662;Circuit de la mer;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Au départ Quiberville-sur-mer sur la Côte d’Albâtre, vous partez à la découverte de deux magnifiques vallées, la vallée de la Saâne, riche d'un patrimoine architectural conséquent, et la vallée du Dun aux reliefs doux, réputée dans le monde entier pour la qualité de son lin. C'est parti pour une ran;Adultes, Randonneurs, Sportifs
665;La Mare aux Daims à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Un joli parcours VTT pour une matinée ou un après-midi en Pays de Bray.Au départ de l'église de Flamets Frétils, vous voici immergé dans les paysages brayons traditionnels. Ici, les pelouses vertes et grasses sont propices à l'élevage qui donnera le lait, matière première de l'emblème de la gastrono;Adultes, Familles, Sportifs
666;Les Clos Masures à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;nan nan;Adultes, Sportifs
670;Les Bains des Docks - Institut;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;D'une superficie de 5 000 m², le centre aquatique Les Bains des Docks vous propose différents espaces. Un espace ludique avec pataugeoire , lagon enfant, lagon intérieur/extérieur et ses cascades, SPA collectif, toboggan, canon à eau. Un bassin... D'une superficie de 5 000 m², le centre aquatique Le;Adultes, Enfants, Familles, Sportifs
675;Routes par le Maroc;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette boucle de randonnée offre un vrai bain de nature entre champs et forêts en plein cœur de la campagne cauchoise. Sur votre chemin vous pourrez admirer différentes cultures que l'on retrouve dans le Pays de Caux comme le lin ou le blé. Chaque parcelle apporte une touche de couleur dans ces vaste;Adultes, Familles, Randonneurs
681;Aéroport Rouen Vallée de Seine;activity;schema:Airport, Airport, PlaceOfInterest, PointOfInterest, Transport;Dédié au service public, l'Aéroport Rouen Vallée de Seine accueille des vols d'affaires, des vols sanitaires en relation avec le CHU de Rouen, des vols militaires, ainsi que des vols de formation et de loisirs. Il se situe sur la commune de Boos,... Dédié au service public, l'Aéroport Rouen Vallée d;Adultes
682;Sur la Route de l'Ouraille;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;Une randonnée équestre dans le Pays de Caux et à travers la forêt domaniale du Trait-Maulévrier pour les cavaliers contemplatifs. Au fil des kilomètres, vous découvrirez des paysages qualifiés par certains d'exceptionnels! La balade se poursuit à la rencontre de charmants petits villages, où une pau;Adultes, Enfants, Familles, Randonneurs
686;Aire de pique-nique du Bocasse;activity;ConvenientService, PicnicArea, PlaceOfInterest, PointOfInterest;Située dans le centre du village, en face de l'église Située dans le centre du village, en face de l'église;Adultes, Familles
688;Le Chemin des Ecoliers à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Sur cet itinéraire vous trouverez des panneaux vous indiquant les caractéristiques, noms et histoires des essences d’arbres présentes. Vous pourrez apprécier également le carcahoux, véritable symbole de la Forêt d’Eawy. Sur cet itinéraire vous trouverez des panneaux vous indiquant les caractéristiqu;Adultes, Sportifs
690;Le Bourg Joli;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Cette boucle porte le nom d'un des dix hameaux du village de Varneville-Bretteville. Au détour des jolies hêtraies et talus cauchois, vous pourrez contempler l'Eglise Saint-Médard et tout proche, un puits. Cette boucle porte le nom d'un des dix hameaux du village de Varneville-Bretteville. Au détour;Adultes, Familles, Randonneurs
700;Salle Culturelle La Ficelle;activity;PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;La salle culturelle La Ficelle est un équipement moderne et qualitatif qui accueille tous types d'évènements culturels. C'est une salle modulable de 1000m2 implantée au coeur de Goderville. Sa modularité et ses équipements lui permettent... La salle culturelle La Ficelle est un équipement moderne et;Adultes, Familles
705;Au Cœur des Deux Vallées à VTT;activity;olo:OrderedList, CyclingTour, PointOfInterest, Tour;Boucle de la vallée de la Ganzeville à la vallée de la Valmont Boucle de la vallée de la Ganzeville à la vallée de la Valmont;Adultes, Sportifs
708;Les clos masures;activity;olo:OrderedList, HorseTour, PointOfInterest, Tour;nan nan;Adultes, Enfants
711;Autour de Guernesey;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Courte boucle qui permet de découvrir la campagne du Pays de Caux. Courte boucle qui permet de découvrir la campagne du Pays de Caux.;Adultes, Familles, Randonneurs
718;Centre Aquatique Aqualoup;activity;schema:LocalBusiness, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace, SwimmingPool;Le centre aquatique Aqualoup est équipé d'une piscine sportive et ludique avec toboggan, canon, geyser, parapluie d'eau, bassin pour les tout-petits. De nombreuses activités vous sont proposées : animations pendant les vacances scolaires, cours de... Le centre aquatique Aqualoup est équipé d'une pis;Adultes, Enfants, Familles, Sportifs
734;PR La Forêt de Montgeon;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Une randonnée en pleine nature au cœur du Havre Une randonnée en pleine nature au cœur du Havre;Adultes, Familles, Randonneurs
739;SEALAR AÉROPORT LE HAVRE;activity;schema:Airport, Airport, PlaceOfInterest, PointOfInterest, Transport;SEALAR participe ainsi au développement économique de nombreux territoires, et est un partenaire de confiance pour les concédants comme pour les usagers des plateformes. Son réseau en croissance et celui de ses actionnaires intègrent les aéroports... SEALAR participe ainsi au développement économiqu;Adultes, Familles
757;Au fil de la Lézarde;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Au départ d'Harfleur, ce circuit vous propose de découvrir les richesses patrimoniales du territoire. Au départ d'Harfleur, ce circuit vous propose de découvrir les richesses patrimoniales du territoire.;Adultes, Familles, Randonneurs
761;Le Chemin des Ecoliers;activity;olo:OrderedList, PointOfInterest, Tour, WalkingTour;Sur cet itinéraire vous trouverez des panneaux vous indiquant les caractéristiques, noms et histoires des essences d’arbres présentes. Vous pourrez apprécier également le carcahoux, véritable symbole de la Forêt d’Eawy. Sur cet itinéraire vous trouverez des panneaux vous indiquant les caractéristiqu;Adultes, Familles, Randonneurs
768;Quarter Horse Dream;activity;schema:LocalBusiness, EquestrianCenter, PlaceOfInterest, PointOfInterest, SportsAndLeisurePlace;Les installations du centre équestre que Guy Duponchel a imaginé, se veulent inspirées des constructions que l’on trouve dans l’Ouest américain. En parfaite harmonie avec le site naturel dans lequel il se trouve, le Quarter Horse Dream ne séduit pas... Les installations du centre équestre que Guy Du;Adultes, Débutants, Enfants, Randonneurs
