id_poi;Nom;Categorie;Ville;CP;Rue;Verdict_initial;Adresse_GPS;lat_old;lon_old;lat_new;lon_new;adresse_geocodee;strategie_utilisee;correction_status
;Le Camp de César;activity;petit-caux;76370;bracquemont;PARFAIT Ville+CP+Rue;rue du château, bracquemont, petit-caux, dieppe, seine-maritime, normandie, france métropolitaine, 76370, france;49.94038;1.1415;49.94038;1.1415;;;✅✅CONSERVE_PARFAIT
;L'Écrin du Manoir du Perroy;accommodation;rives-en-seine;76490;325 route de rançon;OK Ville+CP;manoir du perroy, saint-wandrille-rançon, rives-en-seine, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.55128;0.75454;49.5513094;0.7556346;325, Route de Rançon, Saint-Wandrille-Rançon, Rives-en-Seine, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76490, France;adresse_seule;✅CORRIGE
;Gratte-Panche;activity;sept-meules;76260;;OK Ville+CP;route de la vallée, sept-meules, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;49.95574;1.42144;49.95574;1.42144;;;PAS_TROUVE
;Loto;event;auppegard;76730;salle des fêtes;OK Ville+CP;rue de l'église, auppegard, dieppe, seine-maritime, normandie, france métropolitaine, 76730, france;49.8304275;1.0279592;49.8304275;1.0279592;;;PAS_TROUVE
;Circuit du Courval;activity;campneuseville;76340;;OK Ville+CP;route neuve, le village, campneuseville, dieppe, seine-maritime, normandie, france métropolitaine, 76340, france;49.857974;1.657494;49.857974;1.657494;;;PAS_TROUVE
;[Spectacle] Dansons l'opéra;event;dieppe;76200;/ 63 rue de la barre;PARFAIT Ville+CP+Rue;conservatoire camille saint-saëns, 63, rue de la barre, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9241256;1.0742735;49.9241256;1.0742735;;;✅✅CONSERVE_PARFAIT
;"Lecture-conférence photographique ""la Normandie"" par Gilles Régnier";event;val-de-saâne;76890;304 route de la mer;PARFAIT Ville+CP+Rue;304, route de la mer, résidence des peupliers, anglesqueville, val-de-saâne, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.7059107;0.9625195;49.7059107;0.9625195;;;✅✅CONSERVE_PARFAIT
;Atelier créatif : Cyanotype;event;le havre;76620;76 rue du fort;OK Ville+CP;rue du fort, sanvic, le havre, seine-maritime, normandie, france métropolitaine, 76620, france;49.5037784;0.0942485;49.5020956;0.0927079;Rue du Fort, Sanvic, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76620, France;adresse_seule;✅CORRIGE
;Claricello - Fantaisie musicale pour trio extravagant;event;rouen;76000;30 rue bourg l’abbé;OK Ville+CP;2, rue de maulévrier, quartier saint-marc / croix de pierre / saint-nicaise, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.4446789;1.1001902;49.444367;1.100088;30, Rue Bourg l'Abbé, Quartier Saint-Marc / Croix de Pierre / Saint-Nicaise, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76000, France;adresse_seule;✅CORRIGE
;Les Sérénades de Printemps du Vert Galant;event;saint-andré-sur-cailly;76690;98 route de morgny;OK Ville+CP;route de morgny, vert-galant, saint-andré-sur-cailly, rouen, seine-maritime, normandie, france métropolitaine, 76690, france;49.539626;1.223672;49.5388326;1.2243674;Route de Morgny, Vert-Galant, Saint-André-sur-Cailly, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France;adresse_seule;✅CORRIGE
;Les Racines du Goût;food;beaubec-la-rosière;76440;1315 route de la rosière;NON_TROUVE;route de la rosière, saint-saire, dieppe, seine-maritime, normandie, france métropolitaine, 76270, france;49.6696676;1.4911537;49.6696676;1.4911537;;;PAS_TROUVE
;Aire de Camping-Car de Ry;accommodation;ry;76116;place gustave flaubert;PARFAIT Ville+CP+Rue;place gustave flaubert, le bel évent, ry, rouen, seine-maritime, normandie, france métropolitaine, 76116, france;49.4722942;1.3444567;49.4722942;1.3444567;;;✅✅CONSERVE_PARFAIT
;Gîtes de France® - Le Varvannes;accommodation;val-de-saâne;76890;400 rue sainte anne;OK Ville+CP;rue sainte-anne, varvannes, val-de-saâne, dieppe, seine-maritime, normandie, france métropolitaine, 76890, france;49.68125;0.966682;49.6812687;0.9666611;Rue Sainte-Anne, Varvannes, Val-de-Saâne, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76890, France;adresse_seule;✅CORRIGE
;Site Médiéval de Blainville-Crevon;culture;blainville-crevon;76116;route de catenay;OK Ville+CP;chemin de la ferme bovary, blainville-crevon, rouen, seine-maritime, normandie, france métropolitaine, 76116, france;49.5042744;1.30462106;49.5042744;1.30462106;;;PAS_TROUVE
;Gîtes de France® - La Petite Maison;accommodation;daubeuf-serville;76110;7, rue de babeuf;OK Ville+CP;rue de la vallée, bec-de-mortagne, daubeuf-serville, le havre, seine-maritime, normandie, france métropolitaine, 76110, france;49.6943805;0.47773889;49.6943805;0.47773889;;;PAS_TROUVE
;Visite découverte du village du lin;event;le bourg-dun;76740;mairie;OK Ville+CP;4 quater, route de dieppe, blengre, le bourg-dun, dieppe, seine-maritime, normandie, france métropolitaine, 76740, france;49.8651013;0.88805211;49.8650987;0.8870938;Mairie, Route de Dieppe, Blengre, Le Bourg-Dun, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76740, France;adresse_seule;✅CORRIGE
;Visite guidée du manoir d'Auffay;event;oherville;76560;manoir d'auffay;OK Ville+CP;promenade du château, auffay, oherville, dieppe, seine-maritime, normandie, france métropolitaine, 76560, france;49.729212;0.6818054;49.7193838;0.6789438;Route du Manoir, Auffay, Oherville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76560, France;adresse_seule;✅CORRIGE
;[Concert] Festival de Musique Ancienne;event;arques-la-bataille;76880;divers lieux;OK Ville+CP;route de martin-église, arques-la-bataille, dieppe, seine-maritime, normandie, france métropolitaine, 76880, france;49.8850082;1.1374462;49.8850082;1.1374462;;;PAS_TROUVE
;La Plaine de Sonimare à cheval;activity;hautot-saint-sulpice;76190;eglise;OK Ville+CP;route de doudeville, hautot-saint-sulpice, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.680784;0.74038208;49.6812664;0.7409429;Allée de l'Église, Mont Gauthier, Hautot-Saint-Sulpice, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76190, France;adresse_seule;✅CORRIGE
;Table ronde : Arctique - eldorado maritime ou zone à risques ? Mercredi 15;event;le havre;76600;le havre port center;PARFAIT Ville+CP+Rue;terminal de la citadelle, avenue lucien corbeaux, les gobelins, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4850974;0.11676722;49.4850974;0.11676722;;;✅✅CONSERVE_PARFAIT
;Point Plage de Dieppe · Initiations aux loisirs nautiques et location de matériel;activity;dieppe;76200;quai du carénage;OK Ville+CP;port de plaisance - bassin jehan ango, pont colbert, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.9266235;1.08033734;49.9273282;1.0840913;Quai du Carénage, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76200, France;adresse_seule;✅CORRIGE
;Pressoir du Bois Gribout;accommodation;hautot-saint-sulpice;76190;117 bis route d'houdetot;OK Ville+CP;route d'houdetot, hautot-saint-sulpice, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.679;0.71682;49.6786737;0.7164633;Route d'Houdetot, Hautot-Saint-Sulpice, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76190, France;adresse_seule;✅CORRIGE
;Centre hospitalier du Belvédère;shop;mont-saint-aignan;76130;72 rue louis pasteur;PARFAIT Ville+CP+Rue;centre hospitalier du belvédère, 72, rue louis pasteur, les coquets, mont-saint-aignan, rouen, seine-maritime, normandie, france métropolitaine, 76130, france;49.4583051;1.0809364;49.4583051;1.0809364;;;✅✅CONSERVE_PARFAIT
;Vacances de printemps créatives avec Manufactory;event;le havre;76600;115 rue richelieu;PARFAIT Ville+CP+Rue;manufactory, 115, rue de richelieu, notre dame, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4892907;0.108098;49.4892907;0.108098;;;✅✅CONSERVE_PARFAIT
;Les ateliers théâtre sur scène;event;eu;76260;quartier morris;OK Ville+CP;ruelle sémichon, eu, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.0547342;1.42771872;50.0547342;1.42771872;;;PAS_TROUVE
;La Jolie Fécampoise;accommodation;fécamp;76400;14 rue charles et antonin gosset;OK Ville+CP;rue charles et antonin gosset, fécamp, le havre, seine-maritime, normandie, france métropolitaine, 76400, france;49.75534;0.37585;49.7551493;0.3760743;Rue Charles et Antonin Gosset, Fécamp, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76400, France;adresse_seule;✅CORRIGE
;Défilé Charlott';event;saint-saire;76270;71 bis chemin de prebende;OK Ville+CP;chemin de prebende, la croix des cloutiers, saint-saire, dieppe, seine-maritime, normandie, france métropolitaine, 76270, france;49.6961637;1.4921802;49.6963307;1.4911952;Chemin de Prebende, La Croix des Cloutiers, Saint-Saire, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76270, France;adresse_seule;✅CORRIGE
;Visite de Buchy;event;buchy;76750;379 route de forges;PARFAIT Ville+CP+Rue;379, route de forges, buchy, rouen, seine-maritime, normandie, france métropolitaine, 76750, france;49.5856526;1.3629912;49.5856526;1.3629912;;;✅✅CONSERVE_PARFAIT
;Gîte L'ancienne Forge;accommodation;louvetot;76490;99 route du bourg;OK Ville+CP;route du bourg, louvetot, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.5686186;0.7236844;49.5761309;0.7234997;Route du Bourg, Louvetot, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76490, France;adresse_seule;✅CORRIGE
;Klic-klac c'est dans la boîte;event;rives-en-seine;76490;107 route châteaux;OK Ville+CP;route des châteaux, villequier, rives-en-seine, rouen, seine-maritime, normandie, france métropolitaine, 76490, france;49.51584;0.66302;49.5031284;0.6526636;Route des Châteaux, La Croix Dussault, Villequier, Rives-en-Seine, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76490, France;adresse_seule;✅CORRIGE
;Salon du livre;event;le tréport;76470;casino joa le tréport;PARFAIT Ville+CP+Rue;casino joa du tréport, esplanade de la plage, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.0627409;1.3688819;50.0627409;1.3688819;;;✅✅CONSERVE_PARFAIT
;Scène ouverte fête de la musique;event;val-de-scie;76720;oh croco !;PARFAIT Ville+CP+Rue;oh ! croco, rue narcisse dufour, auffay, val-de-scie, dieppe, seine-maritime, normandie, france métropolitaine, 76720, france;49.7176358;1.0993315;49.7176358;1.0993315;;;✅✅CONSERVE_PARFAIT
;Vilaterre;culture;thil-manneville;76730;rue de l'église;PARFAIT Ville+CP+Rue;rue de l'église, thil-manneville, dieppe, seine-maritime, normandie, france métropolitaine, 76730, france;49.836384;0.98260234;49.836384;0.98260234;;;✅✅CONSERVE_PARFAIT
;Hôtel B&B Yvetot;accommodation;yvetot;76190;6b avenue micheline ostermeyer;PARFAIT Ville+CP+Rue;1 ter, avenue micheline ostermeyer, retimare, yvetot, rouen, seine-maritime, normandie, france métropolitaine, 76190, france;49.61686;0.77571;49.61686;0.77571;;;✅✅CONSERVE_PARFAIT
;Gare de Longroy-Gamaches;activity;longroy;76260;chemin de la gare;PARFAIT Ville+CP+Rue;chemin du moulin benoît, longroy, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;49.98221;1.55322;49.98221;1.55322;;;✅✅CONSERVE_PARFAIT
;La Ferme du Pays;shop;pissy-pôville;76360;2544 hameau la ferrière;A VERIFIER Ville|CP;2544, d 267, pissy-pôville, rouen, seine-maritime, normandie, france métropolitaine, 76770, france;49.5258378;1.02012307;49.5258378;1.02012307;;;PAS_TROUVE
;Monroe;event;rouen;76000;place de la cathédrale;PARFAIT Ville+CP+Rue;cathédrale notre-dame, place de la cathédrale, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.44015;1.09517;49.44015;1.09517;;;✅✅CONSERVE_PARFAIT
;Visite Atelier Roger Douville;event;canville-les-deux-églises;76560;impasse roger douville;PARFAIT Ville+CP+Rue;impasse roger douville, notre-dame, canville-les-deux-églises, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.771;0.84206;49.771;0.84206;;;✅✅CONSERVE_PARFAIT
;[Festival J.E.Di];event;dieppe;76200;1 quai bérigny;OK Ville+CP;dieppe scène nationale (dsn), quai bérigny, dieppe, seine-maritime, normandie, france métropolitaine, 76200, france;49.922838;1.081005;49.9221843;1.0817038;Quai Bérigny, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76200, France;adresse_seule;✅CORRIGE
;"Exposition artistique ""Dramagraphie""";event;paluel;76450;24 chemin des falaises;OK Ville+CP;impasse du sun seet, paluel, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.8503116;0.6233199;49.8505453;0.6216676;24, Chemin des Falaises, Paluel, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76450, France;adresse_seule;✅CORRIGE
;Le Bièvredent;activity;fry;76780;;OK Ville+CP;d 921, fry, dieppe, seine-maritime, normandie, france métropolitaine, 76780, france;49.5299197;1.52563618;49.5299197;1.52563618;;;PAS_TROUVE
;Concert : Benjamin Biolay;event;le havre;76600;carré des docks;OK Ville+CP;64, quai de la réunion, saint-nicolas, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4881755;0.1300304;49.4883326;0.1355073;Carré des Docks, Rue Denfert Rochereau, Brindeau, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;Meublé 54 LEVILLAIN;accommodation;le tréport;76470;1 rue de la commune de paris;OK Ville+CP;hôtel de calais, rue de la commune de paris, le tréport, dieppe, seine-maritime, normandie, france métropolitaine, 76470, france;50.06029;1.372715;50.0600911;1.3724308;Rue de la Commune de Paris, Le Tréport, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76470, France;adresse_seule;✅CORRIGE
;Un après-midi à la ferme;event;saint-vaast-dieppedalle;76450;240 impasse d'artemare;PARFAIT Ville+CP+Rue;240, impasse d'artemare, saint-vaast-dieppedalle, dieppe, seine-maritime, normandie, france métropolitaine, 76450, france;49.767861;0.733197;49.767861;0.733197;;;✅✅CONSERVE_PARFAIT
;All Suites Appart Hôtel Le Havre - GESTLEHAVRE;accommodation;le havre;76600;5 place armand frémont;OK Ville+CP;13, quai des antilles, brindeau, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4884321;0.12561885;49.488875;0.125823;5, Place Armand Frémont, Brindeau, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France;adresse_seule;✅CORRIGE
;Gîte du petit pressoir;accommodation;saint-pierre-en-val;76260;4 place du fresne - le fresne;OK Ville+CP;impasse de l'industrie, le fresne, saint-pierre-en-val, dieppe, seine-maritime, normandie, france métropolitaine, 76260, france;50.005794;1.436099;50.0058306;1.4366683;Place du Fresne, Le Fresne, Saint-Pierre-en-Val, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76260, France;adresse_seule;✅CORRIGE
;La Longère;accommodation;gournay-en-bray;76220;chemin de l'herbage de la fontaine;OK Ville+CP;impasse des morues, gournay-en-bray, dieppe, seine-maritime, normandie, france métropolitaine, 76220, france;49.4870855;1.71383796;49.4870855;1.71383796;;;PAS_TROUVE
;Fête de la musique à Cideville;event;cideville;76570;;OK Ville+CP;école les tilleuls, rue du centre, cideville, rouen, seine-maritime, normandie, france métropolitaine, 76570, france;49.6155179;0.894361;49.6155179;0.894361;;;PAS_TROUVE
;Marais de Longueil;nature;longueil;76860;rue de la cauchie;PARFAIT Ville+CP+Rue;rue de la cauchie, boudinville, longueil, dieppe, seine-maritime, normandie, france métropolitaine, 76860, france;49.8833149;0.9552132;49.8833149;0.9552132;;;✅✅CONSERVE_PARFAIT
;Écomusée Pays de Caux - Traditions du Lin;culture;amfreville-les-champs;76560;1352 route de yémanville;OK Ville+CP;route de yemanville, amfreville-les-champs, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.6970888;0.84017514;49.6970439;0.8386842;1352, Route de Yemanville, Amfreville-les-Champs, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76560, France;adresse_seule;✅CORRIGE
;Le Fournil du Lin;shop;doudeville;76560;29 rue cacheleu;PARFAIT Ville+CP+Rue;32, rue cacheleu, doudeville, rouen, seine-maritime, normandie, france métropolitaine, 76560, france;49.72062;0.78141;49.72062;0.78141;;;✅✅CONSERVE_PARFAIT
;Visite théâtralisée : Perret la nuit...;event;le havre;76600;181 rue de paris;PARFAIT Ville+CP+Rue;maison du patrimoine, atelier perret, 181, rue de paris, les gobelins, le havre, seine-maritime, normandie, france métropolitaine, 76600, france;49.4917758;0.1075554;49.4917758;0.1075554;;;✅✅CONSERVE_PARFAIT
;Hôtel de Bourgtheroulde ***** - Autograph Collection;accommodation;rouen;76000;15 place de la pucelle;PARFAIT Ville+CP+Rue;15, place de la pucelle, vieux-marché-cathédrale, quartier vieux-marché cathédrale, rouen, seine-maritime, normandie, france métropolitaine, 76000, france;49.442099;1.08830899;49.442099;1.08830899;;;✅✅CONSERVE_PARFAIT
;Jardin du Manoir de l'Aumônerie;culture;saint-martin-de-boscherville;76840;54 chemin saint-gorgon;OK Ville+CP;17, chemin des elfes, le génetey, saint-martin-de-boscherville, rouen, seine-maritime, normandie, france métropolitaine, 76840, france;49.4343085;0.96751228;49.433427;0.966735;54, Chemin Saint-Gorgon, Le Génetey, Saint-Martin-de-Boscherville, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76840, France;adresse_seule;✅CORRIGE
